i,mean-1-MGVT,std-1-MGVT,mean-3-MGVT,std-3-MGVT,mean-1-T2VT,std-1-T2VT,mean-3-T2VT,std-3-T2VT
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.012982052567368042,0.025703152731497276,0.0,0.0,0.016358138751944615,0.032387462349453354,0.024568147609503058,0.03404307165249817
100,0.03473979836661889,0.02953495946494108,0.012284073804751529,0.01702153582624908,0.07737696320016968,0.0413090655858739,0.1167993774050835,0.04683243179256199
150,0.05051815747840321,0.029726164676688427,0.05009527535065821,0.026769377089550773,0.10923879499898011,0.047844116838296626,0.19631311841610663,0.05347680409578201
200,0.07868767543772259,0.03386160258420516,0.07616956934943998,0.031244218378150126,0.14715737307931684,0.0446261007516604,0.24230648588611572,0.05446913240181716
250,0.08811735314328269,0.032170566461779924,0.09995119044178132,0.0346820473221393,0.17997036977528663,0.05006208064948759,0.2678434280869391,0.05808152656560074
300,0.1007823644520926,0.033768441733532974,0.1161057784078088,0.035831061191167954,0.20525770265267607,0.052154157611419505,0.2975442746498241,0.05984493310598064
350,0.10709458543026594,0.03267543530151911,0.1218445973076163,0.03484044231125469,0.23605581148288896,0.05517235171579636,0.31995846602169725,0.06336755306776583
400,0.12257683170221025,0.03361878005275092,0.14232685810577927,0.03918566772383836,0.26348337561198293,0.05665664927511092,0.3440286995481594,0.06359488516213344
450,0.13699476966443214,0.03765112581105911,0.14670735878100188,0.04071092938192593,0.29157803019850986,0.05817333304114157,0.3732442328113419,0.06249071474431175
500,0.14597495573667663,0.03827232961939634,0.1506050781591169,0.04192767944211343,0.30598700347460256,0.05827335904699901,0.39454076433031715,0.06304681732380607
550,0.14945736389795597,0.038046442508574134,0.15294290099587804,0.042465847705257645,0.32447983084808096,0.06055294735874528,0.4112661077417247,0.06247602090574771
600,0.16037594886585907,0.04099511844928101,0.16082132757371972,0.044296764958391514,0.34518144883608626,0.06143078615702077,0.43357013420402746,0.060700524312696964
650,0.16892418236921564,0.0419371804098771,0.17212733127344282,0.04416682428239211,0.3579292811927421,0.061885764671941734,0.44956574887889944,0.061205818630655606
700,0.1913437068910626,0.04485773449224647,0.18396840874429823,0.046548107744227345,0.3623601515457334,0.06336959698802595,0.4603134965455699,0.061887268675692636
750,0.2196833745366002,0.04779851618454946,0.20833506609055266,0.049175978122408925,0.37345469106422663,0.06354491329306358,0.4716925651792132,0.061773628535941025
800,0.25283429171544836,0.05139296534976229,0.24606433130325475,0.05056252457411269,0.38026076345408877,0.0636349365710056,0.47980569923055083,0.062254775539963086
850,0.281586579836892,0.05381200200409014,0.283746615430895,0.05139757361761675,0.3949665091289094,0.063169035575528,0.49062849673985687,0.062044128368250046
900,0.31244646467487946,0.05499522262554663,0.31538396426465604,0.05164684727843296,0.40600168654283403,0.06300079246895034,0.5040715860687257,0.06108988081632739
950,0.3425188340216668,0.05505402044005529,0.35025580590955846,0.05112753457646778,0.4246325052196071,0.06154002514017287,0.5194875664426012,0.05878840912142387
1000,0.3676278133980432,0.054763215973848034,0.3752539077592452,0.05075825079552008,0.44636191973476713,0.05879936312855831,0.5354202153809914,0.055614062023842004
1050,0.39317704134414005,0.054677968679054244,0.4030320372961139,0.051013144991795156,0.4689366376498992,0.056610328505650474,0.5510305255467118,0.05268612773236635
1100,0.4204477091707362,0.05243029803468809,0.43056353376923745,0.048843133278546357,0.48567075128502873,0.055286635015684885,0.5697962304253221,0.049240817145358384
1150,0.4425012639035122,0.050856128804177184,0.4561643005932596,0.04702431926073866,0.5010582325315533,0.053929797580413316,0.5867371341818212,0.04625335408721604
1200,0.46271775841942037,0.049186393914731265,0.47478839958495955,0.046732455619981975,0.515309753862026,0.05260124975988613,0.6015409149466878,0.043981254737818234
1250,0.48186594411876904,0.047072656108685565,0.494617312644245,0.04483182108907032,0.5303932838428667,0.051101965858161784,0.6119332334035072,0.04278985522118434
1300,0.4997216958093854,0.04585773200309552,0.5146337539770467,0.041341049987520896,0.5445687901250174,0.050291629964394395,0.6254455231290943,0.04160113989010459
1350,0.5153039905581901,0.04437912869201325,0.5317314009750161,0.039115001373939834,0.5598751964621596,0.04954121555907885,0.63732982430068,0.04027737376794984
1400,0.5309283440187204,0.04371422402433474,0.5490744526604925,0.03818870848931785,0.5761839089208365,0.050055885215181714,0.6496025421250526,0.03977923150180523
1450,0.5524616098594806,0.04420782577156593,0.56695499036978,0.03822693135083307,0.5920168722101745,0.04937366421682115,0.6649436852489571,0.04009263006222613
1500,0.5753089444472548,0.04409568103900957,0.5867502766807273,0.03856262732152052,0.6063055097984058,0.04930610794760885,0.6780253484850581,0.0398130013168913
1550,0.5978854744594947,0.04473652971113208,0.6110583444672018,0.038345428673300645,0.6230743830073355,0.049458925270185625,0.6913365027063798,0.03953947253417793
1600,0.624113486766988,0.04575890499926614,0.6360831369847821,0.03776484902894588,0.6393519505022749,0.0487793889771654,0.7057485772262788,0.03782310688991109
1650,0.6496818581026308,0.04555794425836311,0.6630217648890694,0.03658028429028749,0.6535895721106039,0.048412909990767056,0.7204949193716738,0.03595644385381151
1700,0.6749992164940621,0.04545837036834676,0.6883380872315026,0.03574064853390604,0.6692514318522356,0.04738688334805952,0.7356566956397492,0.033261438064538656
1750,0.6956300636827887,0.04470014034122932,0.7148399500488714,0.03401864998369215,0.6856385367571349,0.04628961258794081,0.7483526842712814,0.030584414669947744
1800,0.7159454597741742,0.043355494568160804,0.7377759724277869,0.03235782323629722,0.7018300126448956,0.04528348228615814,0.757908817307115,0.029624925010167752
